,decision,created_at,id,id_str,full_text,source,retweet_count,favorite_count,reply,username_length,user_location
786,enabling context,2021-04-11 23:39:21+00:00,1381391451154751490,1381391451154751490,"@Heron49720798 ND EWE:  Feeling the Heat: The Biology of Ocean Warming. https://t.co/FGvdbxV6Ol 
ND EWE:  Methane Hydrates - Extended Interview Extracts With Natalia Shakhova. https://t.co/VgisFOVKGC",Twitter Web App,0,1,TRUE,13,Unknown
787,desirability,2021-04-11 19:09:12+00:00,1381323466146729985,1381323466146729985,"@Earthjustice Refreeze?! How could that be possible? If so we could change many of the problems with the polar caps melting. Methane, ice shelf breaking, weather patterns, ocean warming, &amp; rise, etc. etc.
I hold Earthjustice in the highest regard &amp; been to a SF meet. Is this a hack, or what?",Twitter for Android,0,0,TRUE,8,Unknown
788,buzz,2021-04-11 17:37:52+00:00,1381300479615934464,1381300479615934464,"🌏 IT IS GETTING REAL GUYS!!! 🌏

My application of the Senior Experimental Project just got approved recently ✅

This upcoming summer, I’ll be working on #Coral #Restoration in Tolo Habour and Channel under the supervision of Dr. Apple Chui 🌊🤩",Twitter for iPhone,0,4,FALSE,15,China
789,enabling context,2021-04-11 15:04:35+00:00,1381261905306779650,1381261905306779650,"We have to make fast, bold and effective decisions in order to mitigate climate change. I would like to see a shade a solar shade system that acts as a UV barriers and collect and distribute energy to nearby cities. We could effectively reverse some coral bleaching.",Twitter for Android,0,0,FALSE,12,Unknown
790,desirability,2021-04-11 03:55:57+00:00,1381093636893335555,1381093636893335555,"""...aquatic animals like fish, causing malnutrition due to insufficient food sources... Vast coral bleaching (coral death) has been observed near coastal power plants that release heated water into the ocean.""
#ShutDownDiabloCanyon
#PhaseOutNuclearEnergy 
#PhaseOutFossilFuels 
8/",Twitter Web App,0,2,TRUE,8,United States
791,desirability,2021-04-11 03:36:40+00:00,1381088786516385796,1381088786516385796,"@Damian52471074 @rat_attakk @peachcrisis I mean, considering how a large amount of the earths reefs have been destroyed due to coral bleaching, and it’s getting worse, I can understand why people would think the 15 years thing, even if we have a lot more time then that.",Twitter for iPhone,0,0,TRUE,8,Unknown
792,enabling context,2021-04-10 22:56:45+00:00,1381018342505373696,1381018342505373696,"There is a very simple reason for the recent very warm years; 
El Ninos!
El Ninos are naturally occurring tropical ocean warming events caused by increased solar energy arriving at parts of the ocean.The ocean (and the surrounding air) temperature is then increased by up to 2.5 C https://t.co/vRewaA6HJJ",Twitter for iPad,14,27,FALSE,13,Australia
793,enabling context,2021-04-10 22:10:02+00:00,1381006586609602564,1381006586609602564,"Did you know there are over 350 coral restoration projects operating globally? 

While restoring coral reefs won't stop climate change, it may give our marine ecosystems a fighting chance while we address it. 

https://t.co/kRhBfyZdRc",Hootsuite Inc.,3,12,FALSE,15,Unknown
794,desirability,2021-04-10 20:39:36+00:00,1380983828731342852,1380983828731342852,"@CNN Does it have anything to do with the human garbage patch twice the size of Texas floating in the ocean?

Or the widespread coral bleaching caused by warming ocean temps?

Or the oil spills &amp; leaks causes by faulty human equipment?

Maybe entanglement in fishing nets?

Fukushima?",Twitter for Android,1,4,TRUE,8,United States
795,enabling context,2021-04-10 19:55:58+00:00,1380972844541042690,1380972844541042690,"What does coral bleaching do?

-Tags-
#coralreef #coral #reef #reeflife #ocean #fish #diving #marinelife #saveourreefs https://t.co/bdbOVDCBCf",Twitter for iPhone,0,2,FALSE,11,United States
796,invitation,2021-04-10 19:03:11+00:00,1380959561134268416,1380959561134268416,I have made a donation to the Coral Restoration Foundation™ that will help save coral reefs from extinction. Will you join me? No amount is too small to make a difference! https://t.co/74HvpopC15,Twitter for Android,0,0,FALSE,12,United States
797,enabling context,2021-04-10 18:15:31+00:00,1380947568084058116,1380947568084058116,"Study has shown mangroves to lower ocean acidification in adjacent waters - warming, acidification, and excess nutrients are stressors that cause coral bleaching.",Twitter Web App,2,3,TRUE,8,Unknown
798,desirability,2021-04-10 12:00:44+00:00,1380853250778353664,1380853250778353664,"I watched Seaspiracy last night and whilst I agree that commercial fishing is damaging as hell, I feel like they completely missed the mark with the lack of discussion on the effects of ocean acidification and coral bleaching on our oceans. This isn’t just a fishing issue! 🐟🌊",Twitter for iPhone,0,6,FALSE,12,United Kingdom
799,enabling context,2021-04-10 10:33:29+00:00,1380831294008000513,1380831294008000513,“Ocean warming is thus causing large-scale changes in the global latitudinal distribution of marine biodiversity. ” https://t.co/ijGX1Z4QQs,Twitter for iPhone,0,0,FALSE,14,Unknown
800,buzz,2021-04-10 10:00:00+00:00,1380822865331691521,1380822865331691521,"This weeks blog is about #coral and bleaching events! We love coral and loved researching it, but we hope the results we see in the coming years are different #protectoceans #divebunnies 
https://t.co/blJSCrijer",Twitter Web App,1,2,FALSE,12,Unknown
801,enabling context,2021-04-10 07:21:14+00:00,1380782910215753731,1380782910215753731,"Ocean warming https://t.co/ZezQUsgyNq 
An issue for the whole planet in terms of marine resources @Greenpeace  @Conservatives  @UKLabour  @seafishuk @Skynews  @CNN  @BBCNews",Twitter Web App,1,0,FALSE,11,United Kingdom
802,enabling context,2021-04-10 05:08:53+00:00,1380749605659414537,1380749605659414537,"Thé Océans greatest migrants the sea turtle use Ocean-warming events like El Niño as ‘thermal pathways’ through colder waters on thé 9,000-mile journey from Japan to Mexico for better costal foraging ☺️ https://t.co/jEHQ5DeOsX",Twitter for iPad,0,4,FALSE,9,United Kingdom
803,buzz,2021-04-10 04:36:06+00:00,1380741354850897922,1380741354850897922,"Wrapping up the weekend of teaching - data, digital, and decision science - one of my favorite domains. 

My attempt was to challenge the thinking about real world complex problems such as COVID19, Coral Bleaching, or Fake News. 

#QUTEMBA https://t.co/LeyhLEkIvM",Twitter for iPhone,0,6,FALSE,5,Australia
804,enabling context,2021-04-09 22:44:45+00:00,1380652934460014603,1380652934460014603,"@MarcosPena1961 @IrelaBague we agree! And will always emphasize the need for social action towards a sustainable, fossil fuel-free future. But if we do nothing, we will lose our reefs.

Coral restoration must be coupled with research, conservation, and policy!",Twitter for iPhone,0,0,TRUE,11,United States
805,enabling context,2021-04-09 21:43:42+00:00,1380637569386479616,1380637569386479616,"Australia’s first seaweed festival, the Seaweed Forests Festival in Manly, highlights the risks facing seaweed from ocean warming along the Great Southern Reef | @juliepower https://t.co/8XG40Ji6X6",Echobox,13,34,FALSE,3,Australia
806,enabling context,2021-04-09 20:58:12+00:00,1380626120630960128,1380626120630960128,"@nearing_1 @KamVTV No, CO2 is dissolved in the ocean, resulting in formation of carbonic acid, which lowers the pH of ocean water, resulting in coral bleaching, and eventually collapse of ecosystems.",Twitter for Android,0,0,TRUE,9,Unknown
807,enabling context,2021-04-09 20:56:59+00:00,1380625815113699328,1380625815113699328,Amazing find ⬇️ all the more reason to expedite funding for coral restoration! #KeepBiscayneBeautiful https://t.co/Yga1Z4eHV6,Twitter for iPhone,6,32,FALSE,10,United States
808,enabling context,2021-04-09 20:52:25+00:00,1380624664112734209,1380624664112734209,". @chiachiamanda:  Determining response and recovery of red abalone to MHWs
@jamiekerlin_
 Disturbance and community effect on growth and survival of common corals of Mo'orea, French Polynesia
Claudia sanchez rea: The effect of coral bleaching on macroalgal competition in Mo'orea",Twitter Web App,2,3,TRUE,11,Unknown
809,enabling context,2021-04-09 20:05:53+00:00,1380612953087614980,1380612953087614980,@JoseLeuridan -... feeding techniques are commonly practiced in captivity and would be the guidelines that I would follow if I was running a coral restoration program.,Twitter for iPhone,0,1,TRUE,9,Unknown
810,enabling context,2021-04-09 20:04:42+00:00,1380612657993093125,1380612657993093125,"@JoseLeuridan Hey josé, if I was running a coral restoration program I would not entirely omit photosynthetic algae as a food source, however it would be very difficult to monitor exactly how efficient it would be as a nutrient source.  In my restoration program their diet would be varied-....",Twitter for iPhone,0,2,TRUE,9,Unknown
811,enabling context,2021-04-09 19:39:32+00:00,1380606323906207746,1380606323906207746,"Unravelling the mystery of sea turtle migrations: Ocean-warming events like El Niño give the animals a 'thermal pathway' through colder waters on 9,000-mile journey from Japan to Mexico 

https://t.co/vWPeS06naY via @MailOnline",Twitter Web App,0,1,FALSE,9,United States
812,enabling context,2021-04-09 19:17:34+00:00,1380600796233015297,1380600796233015297,"@itspat123 Great Job. If you were to run a coral restoration program, would you omit photosynthetic algae as a food source entirely? Would their diet consist of both phytoplankton and also photosynthetic   algae? Would it be efficient to still feed them photosynthetic algae if it’s not 1/2",Twitter for iPhone,0,2,TRUE,12,United States
813,enabling context,2021-04-09 16:54:10+00:00,1380564707136872452,1380564707136872452,“Recycling and upcycling... to build ocean nurseries was not enough to achieve large-scale coral reef restoration. We [relied on] biomimicry to provide sustainable and scaled-up solutions” @GrouperDoc et al Chapter 12 in Active Coral Restoration @VulcanInc https://t.co/rDdSWOp5Ez https://t.co/Oequn07JGV,Twitter Web App,0,7,FALSE,10,United States
814,buzz,2021-04-09 15:50:05+00:00,1380548579891277826,1380548579891277826,"Finally, our Pillar Corals had their 3-month checkup this week! 🔎 Our Science Team reports that each coral has grown new polyps with some growing completely over the sides of their stands! #FridayFieldUpdate

📷 : @aneufeld3 /Coral Restoration Foundation https://t.co/roWjvBWb1O",Twitter Web App,0,3,TRUE,8,United States
815,buzz,2021-04-09 13:10:51+00:00,1380508505879154693,1380508505879154693,@Jellyzine Helping coral restoration efforts in the Florida Keys,Twitter for Android,0,1,TRUE,6,United States
816,enabling context,2021-04-09 12:53:23+00:00,1380504112442310662,1380504112442310662,Did you know: sunscreen can harm our oceans? 🌊 High levels of *chemical* sunscreens cause coral bleaching. The coral experiences a “stress event” that causes it to kill off its colourful algae (which they need to survive). 🙅‍♀️🌱,Twitter Web App,0,1,FALSE,11,United Kingdom
817,desirability,2021-04-09 12:09:21+00:00,1380493031065972737,1380493031065972737,@euronews @EU_MARE .more urgent reasons to take ocean warming for the emergency it is. @antonioguterres @POTUS @XHNews @g20 @NonAlignedWorld,Twitter Web App,0,0,TRUE,15,Unknown
818,can do,2021-04-09 12:04:00+00:00,1380491683675172868,1380491683675172868,"Check out how coral color can relate to protection from coral bleaching!
https://t.co/108kxMdUT1
#KSCMarineBio #SciComm 
#sciencedaily",TweetDeck,0,1,FALSE,13,Unknown
819,buzz,2021-04-09 11:25:19+00:00,1380481947349159941,1380481947349159941,"Aerial Elks 🚁
A mid-water look at these large, wild elkhorn coral colonies in Biscayne National Park where we conduct our coral restoration work.

This is a threatened species, so it is extremely rare to find colonies this big and beautiful! Hopefully our work can change that. https://t.co/fewvkZVeDX",Twitter for iPhone,12,76,FALSE,12,United States
820,enabling context,2021-04-09 10:42:34+00:00,1380471190666543105,1380471190666543105,"Marine Species Increasingly Can’t Live at Equator due to Ocean Warming:

Scientists said the consequences of the shift could be profound &amp; would be challenging to predict.

It will impact not only on ecosystems, but also on communities &amp; economies. 

https://t.co/fvMgYx68o8 https://t.co/duzBRHSsVs",Twitter Web App,17,31,FALSE,13,Unknown
821,can do,2021-04-09 10:37:10+00:00,1380469831149948930,1380469831149948930,"How bad is coral bleaching and what causes it? This infographic was made by a @FBMH_UoM biology student working in my lab doing a science communication project.
Can you help Sarah by answering this short questionaire (5 min max) about it? https://t.co/gBxfIChoTv https://t.co/JcU8wjHCro",Twitter Web App,6,13,FALSE,10,United Kingdom
822,desirability,2021-04-09 09:51:37+00:00,1380458368322650120,1380458368322650120,"7. Coral bleaching. 
Why this is brought up is beyond my comperehension. This has NOTHING to do with fisheries. It is because of temperature increase and climate change. This is a hugely accepted scientific fact.",Twitter Web App,0,0,TRUE,15,Unknown
